,table,column,bins,table_column
23,customer_demographics,cd_purchase_estimate,"[  500.           500.           500.          1000.
  1000.          1450.00000001  1500.          1500.
  2000.          2000.          2400.00000002  2500.
  2500.          3000.          3000.          3349.99999998
  3500.          3500.          4000.          4000.
  4300.00000005  4500.          4500.          5000.
  5000.          5250.          5500.          5500.
  6000.          6000.          6199.99999995  6500.
  6500.          7000.          7000.          7149.99999991
  7500.          7500.          8000.          8000.
  8100.00000009  8500.          8500.          9000.
  9000.          9050.00000005  9500.          9500.
 10000.         10000.         10000.        ]",customer_demographics.cd_purchase_estimate
24,customer_demographics,cd_credit_rating,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_demographics.cd_credit_rating
25,customer_demographics,cd_dep_count,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 3. 3.
 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4. 5. 5. 5. 5. 5. 5. 5. 6. 6. 6. 6. 6.
 6. 6. 6.]",customer_demographics.cd_dep_count
26,date_dim,d_date_sk,"[2415022.   2416482.96 2417943.92 2419404.88 2420865.84 2422326.8
 2423787.76 2425248.72 2426709.68 2428170.64 2429631.6  2431092.56
 2432553.52 2434014.48 2435475.44 2436936.4  2438397.36 2439858.32
 2441319.28 2442780.24 2444241.2  2445702.16 2447163.12 2448624.08
 2450085.04 2451546.   2453006.96 2454467.92 2455928.88 2457389.84
 2458850.8  2460311.76 2461772.72 2463233.68 2464694.64 2466155.6
 2467616.56 2469077.52 2470538.48 2471999.44 2473460.4  2474921.36
 2476382.32 2477843.28 2479304.24 2480765.2  2482226.16 2483687.12
 2485148.08 2486609.04 2488070.  ]",date_dim.d_date_sk
27,date_dim,d_fy_quarter_seq,"[  1.  17.  33.  49.  65.  81.  97. 113. 129. 145. 161. 177. 193. 209.
 225. 241. 257. 273. 289. 305. 321. 337. 353. 369. 385. 401. 417. 433.
 449. 465. 481. 497. 513. 529. 545. 561. 577. 593. 609. 625. 641. 657.
 673. 689. 705. 721. 737. 753. 769. 785. 801.]",date_dim.d_fy_quarter_seq
28,date_dim,d_fy_year,"[1900. 1904. 1908. 1912. 1916. 1920. 1924. 1928. 1932. 1936. 1940. 1944.
 1948. 1952. 1956. 1960. 1964. 1968. 1972. 1976. 1980. 1984. 1988. 1992.
 1996. 2000. 2004. 2008. 2012. 2016. 2020. 2024. 2028. 2032. 2036. 2040.
 2044. 2048. 2052. 2056. 2060. 2064. 2068. 2072. 2076. 2080. 2084. 2088.
 2092. 2096. 2100.]",date_dim.d_fy_year
29,date_dim,d_quarter_seq,"[  1.  17.  33.  49.  65.  81.  97. 113. 129. 145. 161. 177. 193. 209.
 225. 241. 257. 273. 289. 305. 321. 337. 353. 369. 385. 401. 417. 433.
 449. 465. 481. 497. 513. 529. 545. 561. 577. 593. 609. 625. 641. 657.
 673. 689. 705. 721. 737. 753. 769. 785. 801.]",date_dim.d_quarter_seq
30,date_dim,d_current_year,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_current_year
31,date_dim,d_month_seq,"[   0.   48.   96.  144.  192.  240.  288.  336.  384.  432.  480.  528.
  576.  624.  672.  720.  768.  816.  864.  912.  960. 1008. 1056. 1104.
 1152. 1200. 1248. 1296. 1344. 1392. 1440. 1488. 1536. 1584. 1632. 1680.
 1728. 1776. 1824. 1872. 1920. 1968. 2016. 2064. 2112. 2160. 2208. 2256.
 2304. 2352. 2400.]",date_dim.d_month_seq
32,date_dim,d_dow,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 3. 3.
 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4. 5. 5. 5. 5. 5. 5. 5. 6. 6. 6. 6. 6.
 6. 6. 6.]",date_dim.d_dow
33,date_dim,d_year,"[1900. 1904. 1908. 1912. 1916. 1920. 1924. 1928. 1932. 1936. 1940. 1944.
 1948. 1952. 1956. 1960. 1964. 1968. 1972. 1976. 1980. 1984. 1988. 1992.
 1996. 2000. 2004. 2008. 2012. 2016. 2020. 2024. 2028. 2032. 2036. 2040.
 2044. 2048. 2052. 2056. 2060. 2064. 2068. 2072. 2076. 2080. 2084. 2088.
 2092. 2096. 2100.]",date_dim.d_year
34,date_dim,d_moy,"[ 1.  1.  1.  1.  1.  2.  2.  2.  2.  3.  3.  3.  3.  4.  4.  4.  4.  5.
  5.  5.  5.  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  9.  9.
  9.  9. 10. 10. 10. 10. 11. 11. 11. 11. 12. 12. 12. 12. 12.]",date_dim.d_moy
35,date_dim,d_last_dom,"[2415020. 2416661. 2418122. 2419583. 2421044. 2422505. 2423966. 2425427.
 2426888. 2428349. 2429810. 2431271. 2432732. 2434193. 2435654. 2437115.
 2438576. 2440037. 2441498. 2442959. 2444420. 2445881. 2447342. 2448803.
 2450264. 2451725. 2453186. 2454647. 2456108. 2457569. 2459030. 2460491.
 2461952. 2463413. 2464874. 2466335. 2467796. 2469257. 2470718. 2472179.
 2473640. 2475101. 2476562. 2478023. 2479484. 2480945. 2482406. 2483867.
 2485328. 2486789. 2488372.]",date_dim.d_last_dom
36,date_dim,d_current_day,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_current_day
37,date_dim,d_current_week,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_current_week
38,date_dim,d_quarter_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_quarter_name
39,date_dim,d_same_day_lq,"[2414930.   2416390.96 2417851.92 2419312.88 2420773.84 2422234.8
 2423695.76 2425156.72 2426617.68 2428078.64 2429539.6  2431000.56
 2432461.52 2433922.48 2435383.44 2436844.4  2438305.36 2439766.32
 2441227.28 2442688.24 2444149.2  2445610.16 2447071.12 2448532.08
 2449993.04 2451454.   2452914.96 2454375.92 2455836.88 2457297.84
 2458758.8  2460219.76 2461680.72 2463141.68 2464602.64 2466063.6
 2467524.56 2468985.52 2470446.48 2471907.44 2473368.4  2474829.36
 2476290.32 2477751.28 2479212.24 2480673.2  2482134.16 2483595.12
 2485056.08 2486517.04 2487978.  ]",date_dim.d_same_day_lq
40,date_dim,d_date,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_date
41,date_dim,d_week_seq,"[1.00000e+00 2.09000e+02 4.18000e+02 6.27000e+02 8.35000e+02 1.04400e+03
 1.25300e+03 1.46172e+03 1.67000e+03 1.87900e+03 2.08800e+03 2.29600e+03
 2.50500e+03 2.71400e+03 2.92244e+03 3.13100e+03 3.34000e+03 3.54900e+03
 3.75700e+03 3.96600e+03 4.17500e+03 4.38316e+03 4.59200e+03 4.80100e+03
 5.01000e+03 5.21800e+03 5.42700e+03 5.63600e+03 5.84400e+03 6.05300e+03
 6.26200e+03 6.47076e+03 6.67900e+03 6.88800e+03 7.09700e+03 7.30500e+03
 7.51400e+03 7.72300e+03 7.93148e+03 8.14000e+03 8.34900e+03 8.55800e+03
 8.76600e+03 8.97500e+03 9.18400e+03 9.39220e+03 9.60100e+03 9.81000e+03
 1.00190e+04 1.02270e+04 1.04360e+04]",date_dim.d_week_seq
42,date_dim,d_dom,"[ 1.  1.  2.  2.  3.  4.  4.  5.  5.  6.  7.  7.  8.  8.  9. 10. 10. 11.
 11. 12. 13. 13. 14. 15. 15. 16. 16. 17. 18. 18. 19. 19. 20. 21. 21. 22.
 22. 23. 24. 24. 25. 25. 26. 27. 27. 28. 29. 29. 30. 30. 31.]",date_dim.d_dom
43,date_dim,d_qoy,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4.]",date_dim.d_qoy
44,date_dim,d_fy_week_seq,"[1.00000e+00 2.09000e+02 4.18000e+02 6.27000e+02 8.35000e+02 1.04400e+03
 1.25300e+03 1.46172e+03 1.67000e+03 1.87900e+03 2.08800e+03 2.29600e+03
 2.50500e+03 2.71400e+03 2.92244e+03 3.13100e+03 3.34000e+03 3.54900e+03
 3.75700e+03 3.96600e+03 4.17500e+03 4.38316e+03 4.59200e+03 4.80100e+03
 5.01000e+03 5.21800e+03 5.42700e+03 5.63600e+03 5.84400e+03 6.05300e+03
 6.26200e+03 6.47076e+03 6.67900e+03 6.88800e+03 7.09700e+03 7.30500e+03
 7.51400e+03 7.72300e+03 7.93148e+03 8.14000e+03 8.34900e+03 8.55800e+03
 8.76600e+03 8.97500e+03 9.18400e+03 9.39220e+03 9.60100e+03 9.81000e+03
 1.00190e+04 1.02270e+04 1.04360e+04]",date_dim.d_fy_week_seq
45,date_dim,d_day_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_day_name
46,date_dim,d_weekend,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_weekend
47,date_dim,d_current_month,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_current_month
48,date_dim,d_first_dom,"[2415021. 2416481. 2417942. 2419403. 2420864. 2422325. 2423786. 2425247.
 2426708. 2428169. 2429630. 2431091. 2432552. 2434013. 2435474. 2436935.
 2438396. 2439857. 2441318. 2442779. 2444240. 2445701. 2447162. 2448623.
 2450084. 2451545. 2453006. 2454467. 2455928. 2457389. 2458850. 2460311.
 2461772. 2463233. 2464694. 2466155. 2467616. 2469077. 2470538. 2471999.
 2473460. 2474921. 2476382. 2477843. 2479304. 2480765. 2482226. 2483687.
 2485148. 2486609. 2488070.]",date_dim.d_first_dom
49,date_dim,d_same_day_ly,"[2414657.   2416117.96 2417578.92 2419039.88 2420500.84 2421961.8
 2423422.76 2424883.72 2426344.68 2427805.64 2429266.6  2430727.56
 2432188.52 2433649.48 2435110.44 2436571.4  2438032.36 2439493.32
 2440954.28 2442415.24 2443876.2  2445337.16 2446798.12 2448259.08
 2449720.04 2451181.   2452641.96 2454102.92 2455563.88 2457024.84
 2458485.8  2459946.76 2461407.72 2462868.68 2464329.64 2465790.6
 2467251.56 2468712.52 2470173.48 2471634.44 2473095.4  2474556.36
 2476017.32 2477478.28 2478939.24 2480400.2  2481861.16 2483322.12
 2484783.08 2486244.04 2487705.  ]",date_dim.d_same_day_ly
50,date_dim,d_current_quarter,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_current_quarter
51,date_dim,d_following_holiday,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_following_holiday
52,date_dim,d_date_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_date_id
53,date_dim,d_holiday,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",date_dim.d_holiday
54,warehouse,w_street_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_street_name
55,warehouse,w_street_type,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_street_type
56,warehouse,w_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_state
57,warehouse,w_suite_number,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_suite_number
58,warehouse,w_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_city
59,warehouse,w_gmt_offset,"[-5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5.
 -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5.
 -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5.]",warehouse.w_gmt_offset
60,warehouse,w_county,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_county
61,warehouse,w_zip,"[35709.   35709.   35709.   35709.   35709.   35709.   35709.   35709.
 35709.   35709.   35709.   35709.   35709.   35709.   35709.   35709.
 35709.   35815.44 36134.76 36454.08 36773.4  37092.72 37412.04 37731.36
 38050.68 38370.   38370.   38370.   38370.   38370.   38370.   38370.
 38370.   38370.   38370.   38370.   38370.   38370.   38370.   38370.
 38370.   38370.   38370.   38370.   38370.   38370.   38370.   38370.
 38370.   38370.   38370.  ]",warehouse.w_zip
62,warehouse,w_country,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",warehouse.w_country
